Catalog,PME Code,SMILES,Viability Mask 1,Viability Mask 2,LPS Abs,LPS Abs Std,LPS Lum,LPS Lum Std,MPLA Abs,MPLA Abs Std,MPLA Lum,MPLA Lum Std,CpG Abs,CpG Abs Std,cGAMP Abs,cGAMP Abs Std,cGAMP Lum,cGAMP Lum Std,LMCpG Abs,LMCpG Abs Std,LMcGAMP Lum,LMcGAMP Lum Std
S1233,Primary,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,22.11149,14.07561,2.540466547,0.505728662,1.028711677,0.351981401,1.69150877,0.095444322,1.312896967,0.076520346,1.7306795119999998,0.111184694,1.328520894,0.213051245,0.2050390989999999,0.008480302,1.9875516096666663,0.303991849863459,0.8488825809999999,0.2080209809321276
S1234,Primary,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,13.20688,8.016009,2.481481075,0.32684949,0.6900796290000001,0.125812218,2.246888638,0.094455525,0.904259562,0.067877285,1.293157339,0.09693636,0.930549264,0.136941016,0.305315405,0.055967823,2.007175684,0.2042458430473231,0.6332181986666666,0.0886349013809084
S1235,Primary,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,31.98051,7.921424,1.007015586,0.1748013789999999,0.93129915,0.095453329,0.982550859,0.0415967739999999,1.017879486,0.038888577,0.930251956,0.037681118,1.067541838,0.1716741769999999,0.973099291,0.047094632,0.9732728003333334,0.1059963527064942,0.9740926423333334,0.0654256927144135
S1238,Primary,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,6.097368,10.39438,0.401937962,0.038107373,0.268868566,0.091290668,1.380419254,0.14413327,1.7356197830000002,0.162275463,0.691801786,0.070136398,1.0584368709999998,0.197199315,0.8060843940000001,0.063811339,0.8247196673333334,0.0951239292051311,0.936857581,0.1136356735958145
S1241,Primary,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,29.16043,6.350183,5.342274188999999,1.219688416,2.023638964,0.52711308,2.37452507,0.1010055169999999,1.057585716,0.5179448720000001,3.275121212,0.1188306059999999,1.418619394,0.243491143,0.106984764,0.0317563229999999,3.663973490333333,0.7099208076753711,1.062736481333333,0.4270532962791503
S1243,Primary,COc1ccc2cccc(CCNC(C)=O)c2c1,35.15257,21.18881,1.328189015,0.232890248,1.057908654,0.1379398999999999,0.962688208,0.040575471,0.910287976,0.045729443,1.092866659,0.0491243559999999,1.022310257,0.149795249,0.8736031059999999,0.053704858,1.1279146273333334,0.1394004289959779,0.9472665786666666,0.08944795459167
S1244,Primary,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,35.34439,42.00537,1.392724514,0.699980795,0.7010318640000001,0.12177138,0.868138909,0.038194556,0.2550868089999999,0.0093393809999999,0.905364096,0.039405458,1.073708653,0.1622127,0.410963476,0.020223368,1.055409173,0.4053742006249941,0.4556940496666666,0.071471387370124
S1245,Primary,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1.Cl.Cl,27.83729,11.87425,0.835547268,0.1143852619999999,1.3889802690000002,0.256749481,0.972615361,0.04165452,0.966374576,0.062213529,0.273004293,0.010039086,0.889923096,0.130463272,0.7670472859999999,0.047008552,0.6937223073333333,0.0705215580442236,1.0408007103333332,0.1549200042447067
S1247,Primary,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,28.37283,40.55118,0.926157415,0.152361676,1.393001437,0.334684759,1.150644779,0.0526738909999999,1.62482512,0.049854562,1.2372012140000002,0.047102347,1.126771808,0.1660816219999999,1.081876993,0.056692012,1.1046678026666668,0.0969660596970528,1.36656785,0.1980852926424272
S1249,Primary,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,9.768017,12.64355,0.637250364,0.6228131060000001,0.25934124,0.070375949,1.360005736,0.0592804029999999,0.335974634,0.010733556,1.294485688,0.124090783,1.141597867,0.223219723,0.145648047,0.0061586359999999,1.0972472626666667,0.3682430599530527,0.2469879736666666,0.0412549480645907
S1250,Primary,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,35.58034,3.177584,1.112110376,0.230265975,1.323596358,0.134876549,0.921565413,0.068843216,1.179013491,0.065884784,1.02173543,0.0486831259999999,0.998532057,0.152429,1.022727966,0.045887243,1.0184704063333332,0.1415766628474424,1.175112605,0.0906239984827733
S1252,Primary,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21.O,34.46637,13.05862,1.295776725,0.215139747,1.2405653,0.183438331,1.006863117,0.046747029,1.0734689240000002,0.058347467,1.031361461,0.040433541,1.173062325,0.240053996,0.941369653,0.050174188,1.1113337676666666,0.1292352721426437,1.0851346256666667,0.1148498981668986
S1255,Primary,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,34.76931,10.29789,1.195708156,0.182838917,1.180594921,0.264089614,1.019710064,0.0427363179999999,1.068228364,0.089333713,1.034137607,0.04635781,1.049514055,0.188327625,0.94978261,0.108241774,1.083185275666667,0.111662451155146,1.066201965,0.1726654936958573
S1256,Primary,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,33.43362,18.78858,0.996415317,0.177204952,1.182970405,0.139477,1.054653645,0.044400111,1.029278636,0.0315971929999999,0.972446501,0.048361119,0.933204174,0.137149796,0.924875915,0.111838572,1.0078384876666666,0.1091050910835768,1.0457083186666665,0.1048174322675358
S1257,Primary,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,36.40154,48.77766,1.3929780719999998,0.150861472,1.698121548,0.1942987889999999,1.868412852,0.085357353,2.397085667,0.1336708959999999,2.484087467,0.089132443,1.629603863,0.2469570639999999,0.111978278,0.009557421,1.915159463666667,0.1125309643910238,1.4023951643333332,0.1362733431263313
S1258,Primary,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,23.71995,29.05355,1.003589272,0.133050799,0.693071187,0.16620031,1.748804331,0.597972333,0.380316734,0.0984944109999999,1.214921951,0.132640183,0.921818674,0.135171771,0.28737694,0.184966341,1.322438518,0.3618779003541916,0.4535882870000001,0.1544196008124846
S1261,Primary,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,23.71271,19.66619,0.4861322939999999,0.059402194,1.054046035,0.250441253,1.416096449,0.723713875,0.7086148259999999,0.428426325,0.624817014,0.13650991,1.001228809,0.14780879,0.7638882990000001,0.053052839,0.8423485856666666,0.4265854150685954,0.8421830533333333,0.2881461092820652
S1262,Primary,NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,38.83823,26.61652,0.935090125,0.1043521759999999,1.56168592,0.197791278,0.945791483,0.042361487,1.301126957,0.042414259,0.808018208,0.041006587,0.936625004,0.1439331019999999,0.939789057,0.063697219,0.8962999386666667,0.0691987774318176,1.267533978,0.1224441297459461
S1263,Primary,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,46.49729,52.93652,3.0814657210000003,0.317781508,0.256866246,0.033041414,2.185102463,0.091503344,0.317030817,0.009722327,2.649096727,0.093887769,0.999145269,0.1464011519999999,0.367092669,0.0463568009999999,2.6385549703333333,0.198471544524426,0.313663244,0.0333427237458085
S1264,Primary,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,6.995122,9.45852,0.324210733,0.493345797,0.0381301339999999,0.006392135,2.710786819,0.113958605,1.545075178,0.0873563219999999,0.8907085659999999,0.266918033,3.646530628,0.642986178,0.883011103,0.081082791,1.308568706,0.3304652656541986,0.8220721383333333,0.068911550506369
S1266,Primary,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,30.81737,3.824164,0.887946129,0.155662611,1.115640521,0.118345298,0.8946509359999999,0.03847177,0.842933595,0.037584487,0.911857307,0.034384791,1.056070209,0.156335101,0.779718578,0.067580029,0.8981514573333333,0.0946805847791825,0.9127642313333334,0.0816195718795494
S1267,Primary,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,29.70908,15.49299,0.989674509,0.038309868,0.356408507,0.063257173,1.299062014,0.18753998,0.473027021,0.037079327,0.941260576,0.033735067,0.9180457,0.134518579,0.1951417919999999,0.030641682,1.0766656996666666,0.1122154844188512,0.3415257733333333,0.045881220205054
S1271,Primary,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,31.23286,4.42294,1.191300035,0.213002533,0.756235421,0.10645926,0.950587153,0.047392681,0.938815951,0.053533282,1.028648853,0.057182305,0.952507496,0.14186649,0.926768303,0.071296893,1.056845347,0.130238193683595,0.8739398916666667,0.0801719678210378
S1274,Primary,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,15.54353,8.303991,0.329181641,0.049459949,0.019827759,0.011692871,0.458729625,0.0197864419999999,0.01489694,0.000812786,0.7288964990000001,0.028806411,1.464594841,0.216945201,0.00803436,0.0008943089999999,0.5056025883333334,0.0349647401287014,0.0142530196666666,0.0067868412360959
S1275,Primary,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3cnc[nH]3)n2)c1)N1CCCC1,33.6791,4.395896,0.574819148,0.086598076,0.036794975,0.00719382,0.8891741040000001,0.055795606,0.052610442,0.01003634,0.568080008,0.02337213,0.8814117909999999,0.12921685,0.025365211,0.003652495,0.6773577533333334,0.0609880668014815,0.038256876,0.0074346012337139
S1280,Primary,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,33.78954,38.93431,1.018427253,0.157050908,0.923632443,0.195636034,1.058683038,0.047976125,0.949677825,0.038135301,1.014831543,0.0447010959999999,0.96200645,0.141151875,0.951282024,0.042122047,1.030647278,0.0982596632351262,0.941530764,0.1176180624239321
S1283,Primary,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,21.56168,7.685136,1.396315098,0.08099778,0.71629864,0.103472769,1.383873701,0.060552679,1.951259971,0.066280253,0.3699812289999999,0.013720224,1.023603201,0.159743056,0.745585322,0.032127894,1.050056676,0.0589222986811603,1.1377146443333337,0.0733300471274602
S1284,Primary,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O.Cl,30.53663,15.8367,0.996844232,0.148727417,1.026837349,0.171116486,0.957527995,0.042094007,0.96424067,0.046714455,0.980249524,0.052913737,1.040470839,0.194473848,0.93461287,0.042677518,0.9782072503333332,0.094324994135724,0.9752302963333334,0.1053319556285042
S1290,Primary,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,30.62971,61.99199,0.286619246,0.052484334,0.018720409,0.00228633,0.202690452,0.008554953,0.018893458,0.002711129,0.179235995,0.007326723,0.7728915209999999,0.113326043,0.01096157,0.001904206,0.2228485643333333,0.0309917914195274,0.0161918123333333,0.0023240428720928
S1291,Primary,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,29.6509,8.717833,1.278345942,0.275425106,0.744704425,0.139361069,0.937694907,0.041081209,1.009963989,0.039320886,0.983980536,0.035658162,0.985851169,0.146158323,1.071128368,0.048067722,1.066673795,0.1620886169818135,0.9419322606666668,0.0880873534754318
S1292,Primary,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC.Cl,27.27539,58.8452,0.278096586,0.3786306379999999,0.048745904,0.036606964,0.224392891,0.009647678,0.03393396,0.003104997,0.1953272519999999,0.006921676,0.802440047,0.117594801,0.010574806,0.00052069,0.2326055763333333,0.2187099657245698,0.03108489,0.0212130615246315
S1293,Primary,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,45.91148,61.08576,0.7437067629999999,0.144605666,1.063641548,0.135226026,0.640465379,0.030404139,0.81930542,0.0283112989999999,0.5105585460000001,0.03569169,0.858596563,0.134131089,0.277641177,0.026160445,0.631576896,0.0877669395666556,0.7201960483333334,0.0811828730735288
S1294,Primary,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,29.21861,11.46443,1.265109062,0.218160242,0.840155542,0.183345005,1.116056442,0.054820053,0.938928306,0.056416322,1.305838227,0.0887899319999999,1.076316714,0.168452784,1.050443888,0.0462095359999999,1.2290012436666666,0.1396218481291353,0.943175912,0.1139203134707078
S1299,Primary,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,21.92233,9.585542,1.541189194,0.4018561539999999,0.786880672,0.103159726,1.488008618,0.06259279,0.910772681,0.035425276,2.106276751,0.079904273,1.306363225,0.248480231,0.78994149,0.055087544,1.7118248543333332,0.2392982230824919,0.829198281,0.0705490768945589
S1304,Primary,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,28.3664,17.88058,0.907607555,0.15037185,0.961896122,0.097783223,1.140360355,0.048538685,1.002929211,0.048937857,1.224422455,0.056209832,0.980652213,0.145246997,1.085496545,0.060390655,1.0907967883333334,0.0968284435267171,1.0167739593333334,0.072119123121285
S1315,Primary,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,27.53675,7.134164,1.393545985,0.304563254,0.819897413,0.083196059,0.7309618,0.310678154,1.298117161,0.338387132,1.198658705,0.0469597729999999,0.969946504,0.150563166,0.984237552,0.043162055,1.1077221633333334,0.2526426404628533,1.034084042,0.2027234555810286
S1319,Primary,C=C1C(=O)OC2/C=C(\C)CC/C=C(\C)CCC12,37.15254,58.48489,0.230523422,0.043284681,0.020093746,0.003131133,0.197909623,0.008283376,0.02524958,0.002997244,0.213258445,0.008389113,0.8137811420000001,0.119242005,0.011510123,0.00053378,0.2138971633333333,0.0259008052909293,0.0189511496666666,0.0025214008373405
S1324,Primary,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,24.40355,4.523942,1.266170859,0.111910254,1.07368505,0.167885229,1.524748564,0.070744924,1.6639815569999998,0.2144484069999999,0.200848594,0.0077963969999999,1.028890848,0.1518324909999999,0.214484155,0.011801714,0.9972560056666668,0.0765713894094739,0.984050254,0.1573878964369643
S1328,Primary,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,28.61444,7.267399,1.0348855259999998,0.145280942,0.945871532,0.1069912609999999,1.1289560790000002,0.048138332,1.121489048,0.038853772,0.896257401,0.042008962,0.987429857,0.154773131,1.052574277,0.042320512,1.020033002,0.0916307881381708,1.0399782856666666,0.0701136488494221
S1330,Primary,NC(=O)OCC(COC(N)=O)c1ccccc1,32.93146,2.28502,0.92100054,0.187414512,0.998476684,0.103972808,0.975970984,0.048885509,0.975904346,0.038945101,1.044608355,0.048086662,1.018798351,0.173004016,0.964369178,0.037948571,0.9805266263333332,0.1152190947147932,0.9795834026666668,0.0677425512172054
S1331,Primary,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,30.3773,16.87268,1.334650517,0.217737734,0.919756711,0.2310191089999999,0.953516126,0.0425350929999999,1.007532358,0.039666083,0.99508512,0.050560579,1.026147366,0.169889718,1.061284065,0.043349978,1.0944172543333337,0.1313713909657002,0.9961910446666667,0.1376256364881645
S1332,Primary,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,30.71617,8.753824,1.412186027,0.2401094289999999,0.78585273,0.176869035,0.988804102,0.0419120829999999,1.077291012,0.044052243,0.989483237,0.038132068,1.063832998,0.209115267,1.033385754,0.04330023,1.1301577886666667,0.1424350322147627,0.965509832,0.1081637116800503
S1333,Primary,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,11.91597,13.46372,1.155620098,0.066397712,0.6649886970000001,0.188578054,1.43024838,0.059880175,1.522462487,0.176166892,0.8512030840000001,0.035755564,0.888278008,0.130431339,0.8631185290000001,0.036869995,1.1456905206666668,0.0555960186638805,1.0168565710000002,0.1505056508558915
S1334,Primary,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C/C(=O)O,28.59832,17.79324,1.03219831,0.19469741,0.8115850090000001,0.087382376,1.2337205409999998,0.08689516,1.01603508,0.154039219,1.1004571909999998,0.116982192,0.919690847,0.134860247,0.72917223,0.067758329,1.1221253473333332,0.1404073639299337,0.8522641063333333,0.1094759513537221
S1336,Primary,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,23.27722,6.630381,1.039006591,0.127610505,0.8771842120000001,0.091997892,1.161662102,0.060526825,1.42925477,0.126305327,0.819031477,0.0348034839999999,0.897929668,0.131914049,0.701524615,0.034766607,1.0065667233333333,0.0839825776167769,1.0026545323333331,0.0924217952709443
S1342,Primary,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,28.41428,12.26665,1.587511182,0.16547665,0.563220441,0.166460589,1.641717672,0.0791876909999999,0.780509353,0.0269158629999999,1.601627111,0.067769982,1.044793129,0.1789565089999999,0.53900528,0.041481804,1.6102853216666666,0.1129099679116275,0.6275783580000001,0.1002568890972188
S1344,Primary,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,26.589,5.868866,1.280139804,0.3428221939999999,1.087738395,0.147261396,0.961954355,0.040397849,1.159392953,0.045809124,0.93391943,0.035440624,1.028585434,0.160291895,1.107925415,0.047305752,1.0586711963333333,0.2003456020083876,1.1183522543333333,0.0931347209974198
S1352,Primary,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,32.98288,5.081881,1.226552486,0.282086819,1.004217744,0.157602608,0.950961947,0.050615951,1.078065395,0.036130492,1.02718401,0.0369677579999999,0.966087341,0.142848909,0.981570959,0.039008465,1.0682328143333335,0.1668348115959013,1.021284699333333,0.0960306458762339
S1354,Primary,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,31.8259,5.749837,0.894940078,0.117503725,0.8341481690000001,0.171663463,0.917794228,0.041828509,0.994124115,0.042608365,0.904970348,0.035814013,0.911881328,0.133881405,0.715173602,0.029928595,0.9059015513333332,0.074920831729684,0.8478152953333334,0.103568879006195
S1356,Primary,CCC(C(N)=O)N1CCCC1=O,31.14777,10.63435,1.064692855,0.195018828,0.965059698,0.26184091,0.970759869,0.046063744,1.007335067,0.08058095,0.878740132,0.031287372,1.014148593,0.158080384,1.043714523,0.057937108,0.9713976186666669,0.1170941379581083,1.0053697626666669,0.1616690654144388
S1358,Primary,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,21.17393,2.662396,0.68105191,0.0892260219999999,0.8293864129999999,0.122275196,0.903493404,0.042715389,0.615367591,0.258655459,0.800830722,0.147472441,0.974246502,0.146022081,0.820894718,0.227667421,0.7951253453333335,0.1025248072644929,0.7552162406666666,0.2110973903297798
S1361,Primary,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,37.03329,45.83144,0.61388725,0.122581661,0.579022229,0.1117514969999999,0.555114031,0.024726577,0.567275882,0.024294425,0.395253539,0.0140056119999999,0.853047848,0.125212848,0.256844223,0.01798331,0.5214182733333333,0.0726494422808378,0.4677141113333333,0.0668381517956566
S1363,Primary,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,18.18762,8.332743,0.80616349,0.0806625629999999,0.8255569340000001,0.146378994,0.975249171,0.05569483,1.228486419,0.06770885,0.5868994000000001,0.020878496,0.904926479,0.1419703219999999,1.02099216,0.051210091,0.7894373536666667,0.0578626959669177,1.0250118376666666,0.0976964203933163
S1366,Primary,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,30.07368,7.166261,1.108485818,0.216009676,0.930703342,0.104363151,0.59997344,0.28673324,1.650552511,0.722933888,0.82253623,0.08767727,0.908108354,0.133126304,1.052327871,0.069262922,0.8436651626666666,0.2133568487465506,1.2111945746666668,0.4236045428106358
S1369,Primary,Cc1ccc(NC(=O)c2ccc(CN3CCC(N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,4.535278,7.468109,0.247338116,0.2082249219999999,0.023639651,0.007853603,1.356881618,0.139697596,0.1951250139999999,0.012919326,0.833185196,0.046754275,2.578594685,0.455011159,0.138325855,0.035814062,0.81246831,0.1472628021609223,0.1190301733333333,0.0224442650530577
S1378,Primary,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,48.87969,68.88958,0.998040497,0.154120833,0.8321361540000001,0.112053931,0.942869902,0.050810289,1.050191045,0.046269968,2.85972929,0.1261184219999999,1.01834023,0.150578991,0.298726082,0.034720391,1.600213229666667,0.1186602615321679,0.7270177603333333,0.0728068196038133
S1380,Primary,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,31.00456,6.169894,1.374534249,0.416962475,1.515895367,0.18942444,2.058290243,0.51004076,0.8535592559999999,0.323107898,2.094194889,0.444361657,1.106330633,0.215103626,0.326371133,0.1806724069999999,1.8423397936666668,0.4587870110887654,0.8986085853333332,0.2400852979466989
S1382,Primary,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,27.84187,11.33721,1.077283621,0.146015838,1.01913929,0.3004040719999999,1.131533504,0.047927629,1.29213202,0.039720949,0.7317144870000001,0.0346047239999999,0.999847174,0.146515578,0.916989326,0.0429265979999999,0.9801772040000002,0.0909490140894337,1.0760868786666666,0.1766947019385842
S1385,Primary,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,26.84987,5.94788,1.019656777,0.127461269,0.921106577,0.107002512,1.050617695,0.044126507,1.021905422,0.035930391,1.089713812,0.0393144189999999,0.982341707,0.1440764669999999,0.996629536,0.055265389,1.0533294279999998,0.0811154470624409,0.9798805116666666,0.0725598460882333
S1386,Primary,CS(=O)(=O)O.CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,53.77998,70.39185,1.084510684,0.1871111839999999,0.8598601220000001,0.087032519,1.016403437,0.042555202,1.101616144,0.035873115,1.048664927,0.08647421,1.05264926,0.157527104,1.088811159,0.043205187,1.0498596826666666,0.1215172544542087,1.016762475,0.059800300799114
S1387,Primary,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl.Cl,34.73046,27.65591,0.81536454,0.078339614,1.081705689,0.135604024,0.765536487,0.034531195,1.081777096,0.034556348,0.928843021,0.032845344,0.8617562059999999,0.126628324,0.885257363,0.044679746,0.8365813493333333,0.052941210073928,1.0162467160000002,0.0848113046999321
S1389,Primary,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,34.18904,5.760762,1.287317395,0.183154568,0.981805146,0.2333560139999999,0.950216949,0.046405628,0.985843778,0.057172414,0.880048394,0.055119332,1.007326603,0.152710706,0.9871521,0.039139971,1.039194246,0.1136327694072257,0.9849336746666668,0.1405413954705592
S1390,Primary,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,29.86991,5.302803,0.91026336,0.169905171,0.87580663,0.0895347069999999,0.78543061,0.049062472,0.965156972,0.03714291,0.853010535,0.03017484,0.9060027,0.132856488,0.921284795,0.0435500329999999,0.8495681683333333,0.1035783347042479,0.9207494656666668,0.0613532528209792
S1391,Primary,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,34.75696,22.27027,1.079346657,0.19057864,0.934349537,0.196735099,0.8764455320000001,0.162413344,1.137161136,0.158511892,0.936641395,0.03413545,0.95037967,0.141559765,1.084995747,0.063681446,0.9641445280000002,0.1459035540807858,1.0521688066666668,0.150428328059811
S1392,Primary,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9.96497,24.59948,0.253250569,0.044862852,0.022472179,0.008717168,0.232119381,0.00977768,0.027444514,0.000866994,0.184301615,0.006909878,0.911442995,0.133699656,0.05345786,0.00517017,0.223223855,0.0268081140063426,0.0344581843333333,0.0058728571798617
S1393,Primary,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,25.74894,40.6799,0.2449029089999999,0.039961506,0.016224416,0.002893755,0.210402131,0.014700346,0.019608008,0.002775381,0.2858559189999999,0.012499106,0.838130713,0.1228234469999999,0.01134627,0.002579021,0.2470536529999999,0.0256206283107121,0.0157262313333333,0.002752447820494
S1394,Primary,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,20.77196,14.34529,1.078147292,0.097592093,1.090701103,0.28386724,1.205584288,0.095065162,1.352892876,0.189315006,0.511550546,0.0219352229999999,1.056203127,0.158719644,0.494074017,0.021397876,0.9317607086666668,0.0796717341141482,0.9792226653333334,0.1973817371991889
S1396,Primary,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,29.04174,8.951867,2.169996262,0.2130279389999999,0.563173711,0.1003979669999999,1.582527637,0.3105583189999999,0.726579785,0.049450368,1.435225248,0.224630833,1.090711713,0.209108785,0.766051769,0.136181876,1.7292497156666666,0.2531708141610899,0.6852684216666667,0.1017686821898038
S1398,Primary,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,33.7754,40.30218,1.037187576,0.165790871,1.131271482,0.282073349,1.063503504,0.046137933,0.977587938,0.031384312,1.048697472,0.069534369,0.923749566,0.135856599,0.917869568,0.113433033,1.049796184,0.107160860766543,1.0089096626666667,0.1764628404994171
S1401,Primary,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,33.68587,33.868,0.980422318,0.2026856239999999,1.004904389,0.1696076389999999,0.960875273,0.04335187,1.054751158,0.03877423,1.023049951,0.036591116,0.933861732,0.137329921,1.0050469640000002,0.1035901759999999,0.9881158473333334,0.1215178403622169,1.0215675036666667,0.116906111449827
S1404,Primary,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,26.34765,12.80513,0.912618339,0.128701583,0.986825645,0.132193118,0.8605724570000001,0.119959265,1.037431002,0.0676751729999999,0.78625536,0.072198786,1.004144788,0.170092061,1.141937137,0.203049406,0.8531487186666666,0.1097982808394859,1.055397928,0.1452400435647766
